 item_code | total_spent 
 RQZ9DQW   |   141503.64
 YYCD680   |   141455.52
 L04D31S   |   141336.39
 H5PINFV   |   141127.35
 JDZ006D   |   141056.58
 DILGB7K   |   140823.55
 Z4VO9MV   |   140793.12
 D3MVP8A   |   140774.64
 6TSGS1S   |   140714.80
 0R1WGUP   |   140479.12
 WK3ACPS   |   140451.65
 76W0N2E   |   140386.75
 RUDD3ZZ   |   140217.00
 AAH14HL   |   140104.10
 C5E9GVY   |   140058.50
 TW41LC1   |   139716.48
 7IHXYGS   |   139561.84
 4O2V8BE   |   139493.70
 KTVWCNB   |   139414.52
 9AOR14C   |   139399.74
 RLWO7WY   |   139305.46
 8M7EKGQ   |   139284.97
 NBJM851   |   139166.56
 2XLOJY0   |   139091.40
 9DHCPQX   |   139070.36
 XOQWF7H   |   139054.17
 KI6ZU88   |   139016.30
 0UX0515   |   139013.28
 WBO3YWD   |   138962.70
 S1IBGOC   |   138897.80
 3JGRFGR   |   138770.78
 9Q0E5V0   |   138645.88
 H39DXPV   |   138426.96
 Y4DO2A3   |   138412.94
 AOO285B   |   138386.22
 N6PHVUF   |   138325.60
 X8R2O6Q   |   138180.54
 X0CWCCC   |   138105.88
 HUSM8TS   |   138094.89
 ZBBR4PK   |   138076.48
 GMJNZ7I   |   138020.62
 1GZC0VW   |   137991.60
 LFZ50ZY   |   137844.53
 SFDHALZ   |   137768.24
 RQ7ZBJ4   |   137670.54
 1V7T3JX   |   137614.05
 UZ8Y7DV   |   137593.44
 1PXCMCH   |   137438.13
 RGX214A   |   137424.45
 D6TYLY3   |   137409.30
 O5HV6YA   |   137353.83
 L2OBA56   |   137216.52
 JRJRHVG   |   136886.40
 93HF02D   |   136674.44
 0FMD1XV   |   136659.90
 4IOB9Q0   |   136642.44
 3RNEYHP   |   136640.00
 O1Z24NP   |   136573.52
 7CHMIEH   |   136458.32
 FRQGEEB   |   136421.13
 QLOUJR1   |   136399.94
 3NIM50N   |   136286.00
 D5EDUDK   |   136234.00
 KD9WSRW   |   136177.02
 VJTKZHW   |   136017.08
 YNHWSXG   |   135933.15
 LRBQN9I   |   135906.34
 8YOT7Q5   |   135729.28
 9PS5BWF   |   135683.53
 XQU7796   |   135624.00
 Y0LVJB1   |   135539.88
 HFYWBF9   |   135471.30
 77ZPRRS   |   135335.77
 FBJ8IKO   |   135229.44
 ZOZU456   |   135015.02
 QXS906D   |   135000.97
 9LQVLPY   |   134917.86
 3VCXZYM   |   134806.54
 PSJ2ZNE   |   134623.83
 VBG7ANL   |   134499.00
 2H0X88J   |   134461.44
 J2RALUS   |   134454.12
 V07MZMD   |   134287.54
 6F662OW   |   134266.00
 ZDOI5EA   |   134075.69
 NZIXCME   |   134074.65
 6UQXQGS   |   133923.74
 48FQVRY   |   133854.72
 5OX0BIA   |   133798.50
 53FS4LJ   |   133715.40
 C4MDHBP   |   133673.40
 DDRD73H   |   133562.06
 H47GQJY   |   133412.78
 ZD4IGQR   |   133396.64
 4VM13TX   |   133313.04
 5QYFGT2   |   133282.80
 ERMCTKS   |   133137.37
 7M8FY7F   |   133116.84
 CQTFEUX   |   132967.50
 3CM3TKR   |   132832.80
 RMS1FF1   |   132492.70
 696DKTL   |   132440.32
 MJ0C639   |   132395.56
 QOB3KB4   |   132377.13
 8RYL83O   |   132324.69
 P763Z8L   |   132307.56
 76O6W6A   |   132214.71
 6HF8D39   |   132188.22
 XMHD1KJ   |   132177.15
 RLB9UCS   |   132018.60
 IA0QHR6   |   131797.82
 JDDQVQQ   |   131788.08
 N6X4JA1   |   131574.72
 1HOJR49   |   131526.45
 IV56Q5I   |   131490.54
 ALKZFSH   |   131478.40
 JZAC49O   |   131471.17
 D4FDBI6   |   131446.00
 WK3DBIZ   |   131437.68
 8PSA7AQ   |   131352.32
 YSPZTA6   |   131350.01
 IZF2VVM   |   131349.09
 5MDJUMY   |   131255.54
 8DC68TH   |   131093.07
 4NRCC0T   |   131028.00
 7VTK1MJ   |   130646.10
 9BJJJ8F   |   130605.26
 FPOCWOF   |   130411.68
 95MYMZO   |   130405.44
 OLUYRLH   |   130312.80
 QHXR7QU   |   130226.08
 86S9DK4   |   130191.16
 YQ2ADSI   |   130163.04
 GGPNUGX   |   130157.80
 FDM1DCW   |   130081.95
 L9M55H8   |   130020.00
 HQU9KH9   |   129986.35
 HI20IL4   |   129864.96
 T6BG6XB   |   129605.53
 VSJDIUU   |   129603.60
 359K5A2   |   129599.26
 N9YURPB   |   129586.92
 C71VLCL   |   129375.48
 0VABIGC   |   129180.96
 3UMGDYQ   |   129169.25
 3C5KLXT   |   129091.41
 QTNAX1Z   |   128747.38
 23X1728   |   128536.14
 SVB7TCZ   |   128446.56
 WN16JKG   |   128446.44
 UIEJ6QF   |   128420.76
 DAETFN1   |   128219.68
 43BZAZQ   |   127980.40
 ZZB93WA   |   127915.92
 UK1Z6QF   |   127790.24
 ZCOKPE7   |   127645.00
 HODTMEV   |   127621.76
 M1T466I   |   127554.08
 2IB37YV   |   127509.80
 535XVH2   |   127491.84
 ZCOLNNV   |   127404.64
 W3UD3PK   |   127386.00
 BY9UCW1   |   127374.52
 42960YR   |   127304.16
 VMI3U5W   |   126999.36
 OH4RMS8   |   126943.52
 SHBK82C   |   126873.93
 2LY4U0S   |   126859.46
 NLCS823   |   126838.79
 YZ0XFPJ   |   126703.85
 LCFBFI7   |   126694.03
 Z8G9E63   |   126686.06
 RR6COXH   |   126606.68
 35OEKW1   |   126424.67
 L12CC09   |   126320.22
 5X82F5Z   |   126298.65
 9NBP1TY   |   126257.01
 ST73NWO   |   126195.27
 VPMD3T8   |   126140.88
 T0OLVGK   |   126132.49
 UZAWA95   |   126075.42
 3TASFP7   |   125966.72
 YYR2BXL   |   125811.48
 GBQ4913   |   125737.92
 OEHV9TC   |   125646.24
 BSXY3XQ   |   125630.76
 UR2XKXL   |   125577.91
 YVFW6VS   |   125423.51
 HBOPMX6   |   125291.25
 YK7APNN   |   125158.38
 IA3B2OM   |   125137.65
 IAUCHKM   |   124960.20
 7B5Z1BR   |   124917.36
 8EICGEY   |   124843.62
 N8QVMYZ   |   124759.13
 VEQCYCE   |   124692.75
 1LYFE9B   |   124632.96
 P131DL1   |   124631.26
 9SHJNKF   |   124413.90
 0VXPBW1   |   124401.42
 JIZUF1K   |   124304.04
 H4MAVHP   |   124097.40
 ZICWVA3   |   124036.08
 MCP2WGC   |   124013.13
 ZDKR36N   |   124000.92
 S20VDQW   |   123891.21
 7QT03SF   |   123873.00
 VCVTSMM   |   123648.75
 GAU0VXO   |   123612.96
 FIPFWYT   |   123444.10
 AEFF55T   |   123247.68
 IYHTP2P   |   123205.80
 XH0IYY5   |   123204.78
 H3DB0AN   |   123203.80
 2RGJI7H   |   123120.54
 HWMNI77   |   123116.76
 HDQR7M8   |   123116.40
 RKMWUGW   |   122956.23
 83AEQ3B   |   122944.59
 E347OMX   |   122931.60
 PIRXNAV   |   122887.80
 K0ZE5YM   |   122786.18
 MXCH51D   |   122712.64
 4DD6SRY   |   122626.90
 8DICBGE   |   122569.02
 U9ZPCU2   |   122559.80
 I3JM867   |   122538.04
 VS5KFAB   |   122504.40
 QB4Q9A7   |   122445.10
 CN2O0EA   |   122444.30
 26V25RA   |   122109.00
 3MBTXZL   |   122108.48
 2KKBTDL   |   122039.40
 J8FK3OK   |   121882.64
 7S1SC6H   |   121828.33
 KA26B3Q   |   121792.00
 L9HZPRO   |   121778.03
 5KBW2MP   |   121744.35
 D7VUUS8   |   121678.41
 UY7IZ61   |   121444.08
 L993EQO   |   121440.48
 TVLK8QW   |   121253.69
 L2YYEGM   |   121197.09
 HUI4IKA   |   121152.08
 YVVTY3G   |   121020.90
 79FJTUD   |   120963.12
 P7W1RJD   |   120913.02
 XTK96F1   |   120898.76
 3B1YEUV   |   120894.72
 DSC60XF   |   120783.75
 WLIMR1D   |   120756.94
 VG8AWJY   |   120616.65
 ENQJ0I3   |   120607.20
 PBMEATX   |   120606.16
 LP8ZHM4   |   120602.88
 HMAEYIK   |   120573.72
 43ID3D3   |   120561.22
 UP3WBHV   |   120555.19
 MDEF6AT   |   120008.94
 2LSXDFH   |   120002.09
 VUXCNXP   |   119906.76
 F145XPK   |   119843.32
 WXD3EAW   |   119776.68
 R8YW73H   |   119756.35
 XQNQZW0   |   119729.48
 J1XY3KC   |   119640.16
 XW1QYE0   |   119490.66
 8BOVS91   |   119399.67
 U311HGB   |   119345.40
 0UPSCGX   |   119285.04
 AYZA6NH   |   119260.80
 G42ADLR   |   119178.40
 2WCVI0T   |   119097.00
 0MS1L6P   |   119094.88
 S0F7BU1   |   119084.80
 THJTE8P   |   119077.96
 RMFFUIR   |   119071.50
 M3NTVCG   |   118960.37
 9EI106Q   |   118907.56
 BS0M9UL   |   118721.54
 FSCMBJS   |   118707.81
 3MCR4ZL   |   118628.56
 B81SBWG   |   118578.34
 SADYMG7   |   118531.65
 VJLOGCJ   |   118389.57
 7USOOHD   |   118315.00
 FK9QOKH   |   118027.64
 NIFTCX1   |   118004.04
 OUAYX5K   |   117871.20
 JS13DAJ   |   117860.00
 3QUV81R   |   117857.25
 UT4DH78   |   117775.06
 X3PNIX5   |   117618.32
 GUINWOV   |   117616.50
 6OBXODK   |   117530.34
 7Q0QZTA   |   117512.01
 5OBAVOB   |   117328.60
 P5WG7XS   |   117118.54
 7S3K6T2   |   117094.40
 4S1BRDD   |   117034.98
 5AVNSOU   |   116921.35
 IPQ2PK0   |   116802.99
 C030VFI   |   116737.56
 8N1IFWD   |   116697.24
 92XQIN5   |   116661.00
 XH39B3N   |   116586.54
 7DLAINW   |   116448.30
 SWMWEMP   |   116272.32
 A6YZCZF   |   116082.54
 VON13CA   |   115866.24
 IVHI95I   |   115865.40
 SERENJU   |   115579.20
 VIC6VF0   |   115373.70
 AL542RX   |   115269.12
 9XD5NDZ   |   115249.68
 99X7TPT   |   115244.16
 RO8L7FM   |   115222.00
 AVHM4EJ   |   115069.76
 17IA1DY   |   115001.65
 RW17PJU   |   114896.81
 82IRAAT   |   114877.53
 H8XRD5C   |   114869.04
 69BXSF7   |   114740.86
 OE507KU   |   114672.60
 6YQE8LX   |   114553.09
 F1OBK0K   |   114508.32
 D5IUCZW   |   114469.50
 3MYT28Z   |   114450.30
 IZCW4WH   |   114313.45
 HPAZ8L4   |   114286.50
 W5O1IJW   |   114239.62
 BTVTJYS   |   113912.75
 Q3A6E5M   |   113830.47
 Y8ZL28R   |   113756.80
 QXJRI5A   |   113734.88
 ZNOIHT0   |   113643.00
 VUYKIZC   |   113593.53
 XZCPZV7   |   113493.60
 FB8I32I   |   113445.22
 BC82LMR   |   113363.01
 I727SGJ   |   113315.80
 O6VMJ6O   |   113267.70
 BWKEXL4   |   113238.60
 GPQWV5Y   |   113211.00
 0OT9F98   |   113083.38
 CZD2TYL   |   112939.82
 S8ATJIV   |   112860.42
 9FJ7KU4   |   112829.50
 3GJCVEK   |   112818.80
 BVV1ZZI   |   112727.68
 S8OCPNC   |   112494.72
 3RSS3KT   |   112373.91
 SNQC5AZ   |   112190.31
 LX4Y61E   |   112125.30
 TINGLI3   |   112108.76
 8XWCBZH   |   112103.95
 4V6YA3M   |   112082.50
 RZXQ6NF   |   112060.88
 X6LIN7P   |   112052.22
 2QE357X   |   111954.80
 7QPDQA4   |   111554.30
 5R4098S   |   111528.08
 PGC497V   |   111418.65
 SRG0B3B   |   111347.28
 88RRHKW   |   111303.24
 KTFE6DJ   |   111242.03
 48H6BC4   |   111176.01
 FOD33PI   |   110859.75
 INIZ3O1   |   110730.69
 7G68O8W   |   110686.70
 886CD22   |   110632.04
 HWETMUV   |   110618.13
 9BLSYBK   |   110598.45
 1XDT55Q   |   110547.90
 2Z9IMAB   |   110475.90
 S48F21O   |   110442.42
 FT1WIG5   |   110315.50
 ZH5PZ7Z   |   110286.48
 ZE1OJDI   |   110097.00
 YCNZ77P   |   109995.72
 794BFJG   |   109769.16
 DEETPWL   |   109768.40
 BCNGUH9   |   109741.31
 KKRA1N0   |   109722.48
 PVCARSI   |   109634.18
 B6785FY   |   109614.56
 PQN3607   |   109581.20
 CD22LOS   |   109492.33
 76M8RCT   |   109448.01
 AEV1J60   |   109397.31
 FC5BMHV   |   109388.91
 OUBCUGK   |   109333.90
 6ECKKB0   |   109331.06
 GZ5P1P1   |   109312.20
 LI38VXD   |   109249.71
 ATIG82V   |   109237.05
 IXR3ZTN   |   109207.56
 MD9JMNV   |   109130.40
 NPTJKT3   |   108889.20
 I41ECJ9   |   108886.80
 4ZU7VZI   |   108884.90
 KH7ZCC2   |   108732.82
 IUB7LOB   |   108727.92
 A2JD5L0   |   108721.92
 T1OASF0   |   108706.00
 P0L3JIF   |   108545.56
 QVQGPC4   |   108415.59
 7QCFZWI   |   108409.12
 SDHSME6   |   108361.56
 17GCSGF   |   108332.43
 VA83PN7   |   108324.16
 E1A7NJN   |   108214.08
 YU70RRC   |   108178.77
 S0Q3HK5   |   108175.20
 7VAYADB   |   108089.70
 26EZB7M   |   108081.03
 0TG8QI3   |   108005.56
 96WNNZD   |   107954.14
 SIQTTWX   |   107937.82
 EZIGK66   |   107918.60
 GRHJW60   |   107807.15
 WB24JMM   |   107756.76
 Y0EO96V   |   107701.64
 HYNILOK   |   107539.56
 BXNUK5E   |   107532.00
 9DMP5LT   |   107528.40
 YKK73WV   |   107402.52
 MGI4BKN   |   107393.04
 T60DUU1   |   107382.03
 TEMHVTK   |   107240.76
 UAXG458   |   107209.48
 0DD1XVN   |   107179.20
 SY99SLR   |   106994.13
 XMQ78FZ   |   106915.44
 98UKNNT   |   106832.25
 9NXNBLE   |   106698.48
 T9U4446   |   106580.79
 TNBQYLL   |   106460.10
 H8K1LT6   |   106402.75
 G3W8P59   |   106375.49
 6B2UVVW   |   106367.52
 O4HFEZ3   |   106227.36
 MIJOYBJ   |   106153.60
 7QOU7KD   |   106048.90
 A4UF8QG   |   105980.20
 JRXFU9X   |   105867.36
 EEPOEG4   |   105836.90
 D8MGC9E   |   105780.29
 5LQZ9S4   |   105753.31
 266WP4V   |   105714.00
 EJIC9CZ   |   105670.80
 U95NG2F   |   105618.18
 1EMBDOL   |   105534.24
 I0NB4V2   |   105514.76
 W6MXY0V   |   105436.76
 X4BY2R9   |   105399.63
 32YSO88   |   105318.55
 CJMWKH3   |   105234.36
 B5ZCJRF   |   104942.33
 0A5A8BQ   |   104932.74
 GHGPVRR   |   104884.72
 OFE8G6M   |   104884.56
 1GJTCLC   |   104859.93
 TAA95LM   |   104849.64
 E3P0KZ9   |   104798.80
 I7ZJSQ3   |   104701.56
 EIOLRBQ   |   104462.93
 GQVLMJH   |   104441.76
 JN6JAGF   |   104426.32
 MNI7VDJ   |   104388.27
 0IQWC84   |   104355.83
 IPG4JDM   |   104352.60
 BKUNHD6   |   104305.46
 AI9B6RK   |   104269.40
 2CUCGTU   |   104241.93
 41EGK54   |   104240.50
 DSTG7FW   |   104111.07
 QCLKD3H   |   104071.30
 ZNBYOJ4   |   103890.60
 QC0Y8FE   |   103883.61
 30FNUOI   |   103685.14
 GC6COUX   |   103661.25
 GHSIKTT   |   103625.89
 6AJEN8L   |   103559.72
 AAVP6B7   |   103474.80
 TFDH1XT   |   103473.37
 TWHYETH   |   103435.84
 TJSAR85   |   103407.49
 06LLWPG   |   103357.56
 0W1ZPVS   |   103238.68
 SJB7ZAW   |   103189.14
 V4UKDZK   |   103138.16
 3EI3DTW   |   103137.18
 NC1Y6IN   |   103053.54
 UKKC2IB   |   103014.34
 25M522G   |   102860.68
 HXSFPMR   |   102840.40
 UY0MRKT   |   102805.07
 V0R0AR6   |   102769.52
 EXL6MP4   |   102760.84
 3UE6YCI   |   102719.96
 S0XG0KD   |   102668.61
 D2QKDJX   |   102647.10
 HVB74FL   |   102606.64
 FXIFNET   |   102579.40
 UNM72M1   |   102564.46
 AAOJFIN   |   102557.92
 4O4MD1Q   |   102119.12
 GW3NLHO   |   102063.76
 8D4UR2Z   |   102047.02
 BLO2ZJB   |   102000.00
 LILY5P6   |   101995.20
 Y6OJXMC   |   101926.11
 OGRETY1   |   101871.30
 V4ALBWW   |   101870.40
 4LZTR5N   |   101834.04
 KLHVQHW   |   101813.10
 4LB0OYU   |   101749.32
 J0604R4   |   101721.84
 BZR4M2N   |   101404.25
 JUBRVOC   |   101161.50
 F9P3LOE   |   101131.68
 XK7UQ47   |   101130.40
 PA5YJY1   |   101074.02
 G99IH91   |   100978.08
 F0IKLWL   |   100955.61
 3SY3SYI   |   100953.71
 P2Z5W6Y   |   100905.60
 ORHBBYX   |   100846.96
 KVQ4QBW   |   100821.56
 C6FDO0M   |   100820.20
 73ST4XU   |   100806.75
 P9TGFUQ   |   100755.27
 M834L5Y   |   100738.00
 DEV7SSA   |   100724.76
 FW5FMF9   |   100673.93
 CC6ASDK   |   100603.80
 HAG3P5B   |   100600.32
 O94T140   |   100563.99
 O5E32MV   |   100518.60
 VMZ92US   |   100518.27
 FRN6H9L   |   100516.90
 QH0GXO8   |   100464.05
 QHV4425   |   100424.97
 GS69SX7   |   100372.44
 R7YTSF1   |   100305.27
 R6TEN26   |   100273.92
 LT4Q3S0   |    99980.40
 R5KR38U   |    99931.84
 7ZGZ57Q   |    99913.08
 820N4A6   |    99903.30
 7DEW8UN   |    99679.14
 I8WU84N   |    99649.80
 MPSNZFT   |    99569.43
 80KW3IH   |    99395.14
 A3H6B1Q   |    99372.57
 R4CJF5K   |    99343.48
 RIIHXOP   |    99309.28
 37AHWVV   |    99234.72
 PKOZHAT   |    99226.35
 NOUYNRG   |    99186.45
 QR3YRDD   |    98867.80
 CEHSB7N   |    98817.18
 AXDSMT6   |    98641.95
 B70LS2T   |    98472.92
 EIWAJ6B   |    98463.40
 7JZF5ZS   |    98452.80
 NWLIICN   |    98442.72
 VZ9WNV9   |    98423.64
 HSF9BWK   |    98272.20
 FOSQ3NI   |    98213.76
 C3LFJLD   |    98209.43
 TCSE0YG   |    98191.76
 2RFSJ98   |    98085.95
 MKE2X4T   |    97914.74
 LKOB1NS   |    97903.36
 3DSQOS8   |    97851.87
 AZP5OLI   |    97841.46
 USCS37E   |    97578.91
 96HRGYS   |    97496.60
 3ZZ9JZL   |    97487.01
 2MFZBQ7   |    97467.37
 BULXJQP   |    97442.00
 3LRFQC6   |    97301.70
 9I7DOJY   |    97162.62
 53LAOG8   |    97124.94
 KWJOJCH   |    97115.48
 AVXN3BR   |    97069.50
 VQRTFDV   |    97028.95
 UR2WJRK   |    97011.44
 03TF5Q4   |    96965.70
 QSI2YL5   |    96697.20
 SYOXLRH   |    96674.04
 SYTHNU4   |    96662.51
 D1X2NSJ   |    96645.00
 CXVW9NF   |    96541.20
 KOXLXG1   |    96459.51
 HUQXGLU   |    96428.04
 IRLJARC   |    96406.86
 QM2GCUE   |    96329.30
 WGFXISP   |    96246.40
 UUPSXRF   |    96199.75
 ABIK9E5   |    96118.00
 3S70714   |    96042.45
 YL9DEJ4   |    95781.03
 34RS0MY   |    95668.50
 D710KN9   |    95639.36
 7V6HCCZ   |    95469.34
 72SP7TY   |    95355.75
 ITB6ZV0   |    95298.00
 DN0ARXA   |    95274.90
 OKDY84B   |    95236.66
 1KI9P0F   |    95195.00
 8UXVSIM   |    95162.80
 XD3XEOJ   |    95158.69
 ESEXNKA   |    95143.32
 MLR982R   |    95067.28
 F5ODNPV   |    94961.72
 FHI7VND   |    94707.32
 W2VMUGE   |    94701.75
 OXHREE3   |    94677.60
 W4D5XBE   |    94675.36
 05RURN8   |    94541.08
 B3PP8LW   |    94499.80
 1OSBFT8   |    94238.76
 AFULRGR   |    94112.70
 CU69T6O   |    94087.84
 YK00V7P   |    93907.88
 H04KQF5   |    93885.90
 LABG0YI   |    93882.69
 BPZSOA4   |    93851.18
 CLK88RB   |    93806.48
 Y2TQCVF   |    93738.32
 41BENT5   |    93699.36
 I9KZASO   |    93694.00
 ARUEVRB   |    93646.56
 0Q6ABS0   |    93633.45
 J0ZSQ0B   |    93512.58
 MGN382H   |    93418.71
 ZYXGI45   |    93349.12
 ANNVXTS   |    93325.64
 X9WXVPQ   |    93289.00
 XTI9R6R   |    93243.14
 D4BQGAS   |    93168.64
 H7EIJ46   |    93131.55
 NS1Y6UH   |    93089.60
 8R25O35   |    93075.85
 3VNC87Z   |    93047.99
 V7AJQVO   |    92814.00
 M5NU1RS   |    92759.79
 9E6TSOX   |    92734.46
 W18TAIA   |    92733.44
 XQN9VB8   |    92569.80
 PSB85U4   |    92542.80
 V20AI8S   |    92531.25
 LBL510Q   |    92511.75
 LC4FB7P   |    92344.24
 72DJFJF   |    92272.00
 QIGIL4I   |    92259.52
 251SI4K   |    92233.92
 PSLLAQ4   |    92215.96
 E8KMW77   |    92167.92
 HASA3ZJ   |    92113.39
 ULOF8XR   |    91866.68
 0RIFE3B   |    91852.98
 KJ7HSSO   |    91842.45
 X4X6M2V   |    91795.20
 1M6TVFC   |    91789.48
 UC9QVP9   |    91665.76
 TVBUN1R   |    91630.16
 WCR711Y   |    91579.50
 DHPL1RO   |    91570.50
 QZUJCWF   |    91566.25
 QOY2R6A   |    91499.43
 YBT9536   |    91436.80
 HSMFSN9   |    91280.52
 5JQTOYL   |    91265.84
 9Y0R48I   |    91249.34
 A0UB3GQ   |    91188.00
 SS78VIB   |    91032.42
 7SGJIE3   |    91026.93
 FWHJPSO   |    91026.37
 JBEVC6B   |    90968.50
 RWLQXJ0   |    90886.25
 11RJCVL   |    90806.16
 LOYOVN4   |    90726.86
 9HSDEND   |    90689.20
 XBDMS8H   |    90631.78
 UX42NBV   |    90616.70
 II7ZOHI   |    90549.36
 TL6B5LT   |    90453.30
 9N8Z0PB   |    90408.96
 LX20FV1   |    90406.66
 75043LW   |    90262.41
 15DX3O1   |    90259.96
 RUZ2F68   |    90037.46
 9Q0ZLUS   |    90004.16
 T3OBXPR   |    89972.22
 79M8QE3   |    89933.22
 GPGM0EA   |    89906.22
 377336S   |    89876.06
 4VN3XTI   |    89647.74
 DL079NG   |    89527.46
 3XN3SBP   |    89491.74
 81R744D   |    89398.44
 3S0JLRX   |    89259.52
 7V7RO0H   |    89253.90
 EV2ZX6V   |    89176.31
 2QT055F   |    89176.14
 N0425YY   |    89013.75
 CTZWPPZ   |    89007.66
 A260MQR   |    88817.92
 MOEPRUU   |    88795.19
 QKBZAVM   |    88776.24
 AKOAQQE   |    88669.44
 WZ7AEP7   |    88274.28
 B4SL9OW   |    88242.61
 SPC2W2L   |    88122.09
 MKX7682   |    88118.86
 P4XXQRY   |    88050.75
 0C6Y350   |    88035.54
 19YR4AC   |    87981.25
 CPBIKUK   |    87892.20
 BKEBNVU   |    87845.00
 1VQEDMG   |    87782.70
 3CN3WFM   |    87765.48
 LZ2XCYU   |    87746.82
 I4FPV9Q   |    87708.61
 729G1TB   |    87511.00
 A7YY7U8   |    87485.20
 R6I3BNL   |    87450.27
 PMCP4UR   |    87316.24
 NCDBY6F   |    87274.98
 BAK91XA   |    87263.40
 6GKZUQJ   |    87205.00
 E2Y94J3   |    87100.40
 MVUM03K   |    87058.38
 D6TBK89   |    86810.28
 QR7VDRW   |    86744.54
 CH75ZKN   |    86742.24
 DHHJOAI   |    86715.20
 LQZA09J   |    86598.40
 ZWCF55W   |    86559.98
 R0O1FG7   |    86557.52
 SOBHUEM   |    86556.03
 8Z58JKV   |    86465.92
 U564C4S   |    86465.70
 GZ2S3XO   |    86355.25
 LOWFM0B   |    86348.22
 BK2GOIK   |    86342.52
 HO3UAST   |    86215.09
 3UJB8GE   |    86161.53
 2HB7LVE   |    86058.81
 LSVO071   |    86044.48
 SQG2LYG   |    86038.02
 OH9IW1Z   |    85956.29
 NBPMH38   |    85914.96
 5MMYZ5H   |    85842.90
 LYWBJ3G   |    85831.20
 W28ZPXO   |    85689.49
 NMCKAZ1   |    85613.00
 4FYW43A   |    85600.48
 JIOPTOQ   |    85545.48
 OQ11V0E   |    85437.72
 5QYZKL5   |    85272.10
 CWF82YH   |    85266.93
 VSXOWSR   |    85228.43
 9XCHH2U   |    85184.55
 8VUZDB8   |    85171.68
 VBD9IKT   |    85168.64
 9R7TH7P   |    85133.84
 FM01LQ3   |    85077.31
 HFVTOS3   |    85027.67
 9ZRBQSY   |    84980.96
 OM4HFPO   |    84971.52
 TYCHQ5Y   |    84953.33
 1OJJ2ZO   |    84888.00
 O4WDA0I   |    84851.91
 DQ14ZVO   |    84618.38
 U4ROMWO   |    84287.80
 F2W7RD2   |    84287.36
 0ZAJMWG   |    84157.92
 1GOLW8M   |    84100.56
 KJPH5ZR   |    84011.18
 06ESV4H   |    83883.52
 G71VAMZ   |    83786.88
 YXN81SJ   |    83775.56
 F6GAHVO   |    83768.00
 LHJPQ4V   |    83754.00
 K3TJ237   |    83668.20
 J4UZX0O   |    83594.45
 IV3CEMI   |    83376.77
 12NS8JF   |    83325.09
 GVWFT03   |    83267.36
 NSUGXKG   |    83193.10
 EO03WSD   |    83188.80
 5J3ATYJ   |    83001.48
 5LQJTJS   |    82768.96
 PFNX7YP   |    82756.00
 GDP5V2O   |    82731.25
 0NS40FO   |    82710.95
 M81DYDD   |    82503.04
 BJIUAB7   |    82499.52
 U7HCQRW   |    82369.98
 NPIKP7F   |    82285.72
 U2NC8NM   |    82121.76
 GGETAGU   |    82048.32
 F3GUOVK   |    81936.80
 MV6O81Q   |    81906.00
 ZFTXG6V   |    81881.52
 2GIM289   |    81867.72
 WJS8HOZ   |    81845.73
 AUKNO3M   |    81781.05
 LH3PZ22   |    81696.78
 S45VJHL   |    81690.20
 ALHRLD7   |    81561.92
 2M2L54Q   |    81510.85
 M4NRV9X   |    81505.11
 0OCPLRL   |    81484.25
 PQZJKPM   |    81480.00
 5JH698B   |    81461.67
 PXE5IK2   |    81401.32
 WKBJGIX   |    81348.70
 1FYWX44   |    81230.10
 Q7SURSO   |    81140.93
 ARZBP7W   |    81081.58
 QF8TYY7   |    80964.00
 8OJYDRN   |    80948.24
 TMS6UGO   |    80947.62
 JK1Z9B8   |    80925.26
 33XJLRP   |    80850.00
 T4IJUT1   |    80773.56
 OY4D56F   |    80558.00
 1DMWS76   |    80475.94
 CPMSM9M   |    80465.88
 F1HS5SV   |    80322.12
 ZOOQ9I9   |    80307.45
 GUTDJSW   |    80291.86
 B22IQFR   |    80150.91
 HLIXT5L   |    80140.38
 LONBTVG   |    80102.00
 JZGD2HR   |    80076.00
 VM9URBZ   |    80032.64
 JQL3T97   |    79941.72
 XSKPN0N   |    79898.28
 OUTFZCY   |    79892.59
 Z3AU8G0   |    79760.72
 XLLKD7F   |    79729.44
 K5188E7   |    79719.64
 9MMN3NI   |    79674.00
 VPQC7TD   |    79615.46
 AWSNV4A   |    79598.22
 AHO4QHL   |    79531.45
 R6I9Y2A   |    79468.20
 1PPTR10   |    79407.43
 YDSD70A   |    79401.67
 YU7TFIH   |    79380.54
 N8P7WMM   |    79316.69
 Y2YLJXQ   |    79241.25
 TOERM5W   |    79172.64
 VWGA95H   |    79109.16
 8ZPVSSG   |    79037.05
 FN2PS3O   |    79009.84
 T18C9I8   |    78924.28
 AOLNWFL   |    78856.80
 CPWLFXX   |    78807.33
 YD0VN2G   |    78733.00
 91MBED5   |    78648.66
 M19C4AH   |    78611.74
 QVM5OSC   |    78606.15
 LGX4EQ5   |    78577.35
 S9R4LED   |    78497.16
 35OQOD5   |    78416.32
 37BDHK9   |    78255.76
 7DIE02G   |    78112.96
 O5TX8O5   |    78110.22
 7IFSXEH   |    78048.36
 B4WN1B7   |    77953.51
 1HRAVS6   |    77913.00
 RJV1VVW   |    77869.35
 KF01JSX   |    77803.52
 E88Z6CU   |    77610.30
 4TBQ8QO   |    77380.80
 F5KH2FO   |    77370.15
 M4RWYXU   |    77367.36
 RVYQZZC   |    77305.80
